Order No,Time from pickup to arrival
Order_No_2619,1954.670488713925
Order_No_10710,1584.965293379055
Order_No_17906,1140.7906560643385
Order_No_24831,1259.0170789671545
Order_No_15312,2628.795828732451
Order_No_17599,1404.9538532225324
Order_No_8759,498.31110655555744
Order_No_18102,1907.1879056667644
Order_No_19596,2141.730103526224
Order_No_18174,1140.7906560643385
Order_No_18641,2467.338666864748
Order_No_7568,595.3626455109278
Order_No_23561,1497.5433750450682
Order_No_21212,798.796005882685
Order_No_19352,2579.4766761217825
Order_No_13038,1954.670488713925
Order_No_14688,1681.4956619082823
Order_No_5155,1259.0170789671545
Order_No_26963,1404.9538532225324
Order_No_25662,1943.693063597081
Order_No_22324,1140.7906560643385
Order_No_4080,1259.0170789671545
Order_No_2551,1497.5433750450682
Order_No_6576,1681.4956619082823
Order_No_23150,1907.1879056667644
Order_No_12488,1637.9364266939724
Order_No_14209,860.820708423676
Order_No_14944,1681.4956619082823
Order_No_105,1584.965293379055
Order_No_6400,2141.730103526224
Order_No_23670,860.820708423676
Order_No_11927,1943.693063597081
Order_No_672,1954.670488713925
Order_No_24305,1404.9538532225324
Order_No_23438,498.31110655555744
Order_No_11297,2255.1769481659967
Order_No_25875,798.796005882685
Order_No_2483,1637.9364266939724
Order_No_22525,2467.338666864748
Order_No_85,1404.9538532225324
Order_No_25252,1140.7906560643385
Order_No_16007,2312.468287878481
Order_No_10988,1497.5433750450682
Order_No_15321,1943.693063597081
Order_No_16080,798.796005882685
Order_No_11090,1140.7906560643385
Order_No_21090,1497.5433750450682
Order_No_1621,1404.9538532225324
Order_No_24456,1584.965293379055
Order_No_5036,1259.0170789671545
Order_No_15675,2467.338666864748
Order_No_5672,1259.0170789671545
Order_No_4333,498.31110655555744
Order_No_20768,1259.0170789671545
Order_No_12336,1681.4956619082823
Order_No_12293,1404.9538532225324
Order_No_6103,1259.0170789671545
Order_No_25920,498.31110655555744
Order_No_2159,1584.965293379055
Order_No_13215,860.820708423676
Order_No_15620,1681.4956619082823
Order_No_27406,860.820708423676
Order_No_3092,2584.444225239935
Order_No_21088,798.796005882685
Order_No_6448,1637.9364266939724
Order_No_23769,1497.5433750450682
Order_No_2640,1259.0170789671545
Order_No_19108,1681.4956619082823
Order_No_2796,1907.1879056667644
Order_No_16473,1404.9538532225324
Order_No_2754,1404.9538532225324
Order_No_2678,1497.5433750450682
Order_No_12053,1954.670488713925
Order_No_17071,1259.0170789671545
Order_No_4656,1259.0170789671545
Order_No_27607,1907.1879056667644
Order_No_6709,1681.4956619082823
Order_No_25036,1140.7906560643385
Order_No_16694,798.796005882685
Order_No_24366,2437.2701370328455
Order_No_9590,1637.9364266939724
Order_No_5658,1943.693063597081
Order_No_13152,595.3626455109278
Order_No_27538,1140.7906560643385
Order_No_2782,1140.7906560643385
Order_No_1311,860.820708423676
Order_No_10249,2312.468287878481
Order_No_2624,1943.693063597081
Order_No_27601,1497.5433750450682
Order_No_4252,1637.9364266939724
Order_No_22149,1584.965293379055
Order_No_2699,2437.2701370328455
Order_No_12371,1497.5433750450682
Order_No_14848,1140.7906560643385
Order_No_10438,1497.5433750450682
Order_No_23513,1584.965293379055
Order_No_9878,1259.0170789671545
Order_No_9218,1404.9538532225324
Order_No_28256,1584.965293379055
Order_No_25676,860.820708423676
Order_No_26922,1637.9364266939724
Order_No_7589,860.820708423676
Order_No_124,2255.1769481659967
Order_No_14779,1259.0170789671545
Order_No_26218,1259.0170789671545
Order_No_19977,1140.7906560643385
Order_No_14440,1259.0170789671545
Order_No_9561,1259.0170789671545
Order_No_9009,798.796005882685
Order_No_20146,1954.670488713925
Order_No_7718,1497.5433750450682
Order_No_16083,1259.0170789671545
Order_No_3126,860.820708423676
Order_No_801,595.3626455109278
Order_No_5373,1584.965293379055
Order_No_7421,498.31110655555744
Order_No_602,2997.7017061657116
Order_No_9418,1497.5433750450682
Order_No_27144,1497.5433750450682
Order_No_16792,798.796005882685
Order_No_21252,1584.965293379055
Order_No_21129,1584.965293379055
Order_No_18774,1681.4956619082823
Order_No_20974,1584.965293379055
Order_No_5267,1259.0170789671545
Order_No_25107,1259.0170789671545
Order_No_611,2312.468287878481
Order_No_13596,1681.4956619082823
Order_No_465,595.3626455109278
Order_No_2236,2255.1769481659967
Order_No_3411,798.796005882685
Order_No_17613,1404.9538532225324
Order_No_27381,2141.730103526224
Order_No_26072,1404.9538532225324
Order_No_19414,2312.468287878481
Order_No_21954,2255.1769481659967
Order_No_22538,1907.1879056667644
Order_No_10756,1681.4956619082823
Order_No_23756,1637.9364266939724
Order_No_3807,2141.730103526224
Order_No_18694,1497.5433750450682
Order_No_27245,860.820708423676
Order_No_12437,798.796005882685
Order_No_27751,1259.0170789671545
Order_No_22832,1907.1879056667644
Order_No_3904,1497.5433750450682
Order_No_5230,1140.7906560643385
Order_No_13968,1140.7906560643385
Order_No_23129,595.3626455109278
Order_No_25454,1497.5433750450682
Order_No_25963,1584.965293379055
Order_No_13552,1404.9538532225324
Order_No_2495,1404.9538532225324
Order_No_5081,1140.7906560643385
Order_No_2922,1259.0170789671545
Order_No_2016,1584.965293379055
Order_No_1104,1497.5433750450682
Order_No_27980,860.820708423676
Order_No_26414,2141.730103526224
Order_No_22882,2141.730103526224
Order_No_18730,2141.730103526224
Order_No_22573,1497.5433750450682
Order_No_3483,1259.0170789671545
Order_No_23613,1497.5433750450682
Order_No_13591,1637.9364266939724
Order_No_11271,1259.0170789671545
Order_No_26896,1497.5433750450682
Order_No_8184,1259.0170789671545
Order_No_19027,2437.2701370328455
Order_No_1146,1140.7906560643385
Order_No_192,1259.0170789671545
Order_No_14758,595.3626455109278
Order_No_23931,860.820708423676
Order_No_9924,1954.670488713925
Order_No_21201,1497.5433750450682
Order_No_12726,798.796005882685
Order_No_25899,595.3626455109278
Order_No_26621,1637.9364266939724
Order_No_17483,1584.965293379055
Order_No_2943,2141.730103526224
Order_No_6923,1584.965293379055
Order_No_181,2141.730103526224
Order_No_19543,1584.965293379055
Order_No_11022,1943.693063597081
Order_No_16940,1907.1879056667644
Order_No_22316,1497.5433750450682
Order_No_24662,1497.5433750450682
Order_No_7034,2584.444225239935
Order_No_13090,1497.5433750450682
Order_No_761,595.3626455109278
Order_No_25720,1259.0170789671545
Order_No_12467,2141.730103526224
Order_No_16527,595.3626455109278
Order_No_15886,1637.9364266939724
Order_No_14129,1140.7906560643385
Order_No_22079,3681.988639138639
Order_No_9552,1497.5433750450682
Order_No_28093,798.796005882685
Order_No_3167,1140.7906560643385
Order_No_18111,860.820708423676
Order_No_10981,1140.7906560643385
Order_No_17959,2579.4766761217825
Order_No_19855,860.820708423676
Order_No_21278,1907.1879056667644
Order_No_5819,2141.730103526224
Order_No_26651,1140.7906560643385
Order_No_6273,1140.7906560643385
Order_No_15656,1140.7906560643385
Order_No_22,2312.468287878481
Order_No_17367,2997.7017061657116
Order_No_257,1497.5433750450682
Order_No_15175,1954.670488713925
Order_No_546,2255.1769481659967
Order_No_20915,860.820708423676
Order_No_22885,1681.4956619082823
Order_No_4613,2780.006870211746
Order_No_5473,1259.0170789671545
Order_No_4698,860.820708423676
Order_No_5638,1584.965293379055
Order_No_20471,2467.338666864748
Order_No_17954,1404.9538532225324
Order_No_14468,3100.5507548640676
Order_No_2968,1681.4956619082823
Order_No_24419,1404.9538532225324
Order_No_7674,2467.338666864748
Order_No_26560,595.3626455109278
Order_No_15611,1404.9538532225324
Order_No_15085,1954.670488713925
Order_No_1440,2141.730103526224
Order_No_18237,1637.9364266939724
Order_No_8092,1637.9364266939724
Order_No_529,1637.9364266939724
Order_No_22717,1584.965293379055
Order_No_3509,1404.9538532225324
Order_No_26201,1637.9364266939724
Order_No_20497,1140.7906560643385
Order_No_12558,1637.9364266939724
Order_No_23463,860.820708423676
Order_No_18978,2312.468287878481
Order_No_5508,1637.9364266939724
Order_No_11317,595.3626455109278
Order_No_13632,860.820708423676
Order_No_3751,1637.9364266939724
Order_No_27592,2579.4766761217825
Order_No_25276,1954.670488713925
Order_No_18188,1907.1879056667644
Order_No_27593,1584.965293379055
Order_No_2022,1404.9538532225324
Order_No_4713,1140.7906560643385
Order_No_23001,1584.965293379055
Order_No_9222,1907.1879056667644
Order_No_3417,1681.4956619082823
Order_No_3133,1140.7906560643385
Order_No_1571,1497.5433750450682
Order_No_14300,2255.1769481659967
Order_No_4825,1584.965293379055
Order_No_26248,1497.5433750450682
Order_No_22868,1259.0170789671545
Order_No_793,1259.0170789671545
Order_No_891,2312.468287878481
Order_No_6505,1404.9538532225324
Order_No_12415,1497.5433750450682
Order_No_5850,1404.9538532225324
Order_No_12144,1404.9538532225324
Order_No_7476,1637.9364266939724
Order_No_20096,2255.1769481659967
Order_No_13743,1497.5433750450682
Order_No_4724,1681.4956619082823
Order_No_13814,1943.693063597081
Order_No_15469,1681.4956619082823
Order_No_5324,1681.4956619082823
Order_No_11383,2437.2701370328455
Order_No_11795,1637.9364266939724
Order_No_28131,1637.9364266939724
Order_No_9343,1681.4956619082823
Order_No_14195,1404.9538532225324
Order_No_2454,1943.693063597081
Order_No_26609,860.820708423676
Order_No_28252,1681.4956619082823
Order_No_23205,1954.670488713925
Order_No_9462,1681.4956619082823
Order_No_5007,2312.468287878481
Order_No_19715,1404.9538532225324
Order_No_18543,1140.7906560643385
Order_No_4723,798.796005882685
Order_No_8211,2467.338666864748
Order_No_20360,1404.9538532225324
Order_No_24462,2467.338666864748
Order_No_25386,860.820708423676
Order_No_26627,2584.444225239935
Order_No_26824,860.820708423676
Order_No_16072,1681.4956619082823
Order_No_26274,1954.670488713925
Order_No_24873,1681.4956619082823
Order_No_2196,1140.7906560643385
Order_No_6178,1681.4956619082823
Order_No_4860,1140.7906560643385
Order_No_15161,3119.4424336148345
Order_No_17712,1404.9538532225324
Order_No_19520,2255.1769481659967
Order_No_1723,1637.9364266939724
Order_No_8405,798.796005882685
Order_No_15590,1404.9538532225324
Order_No_19280,2579.4766761217825
Order_No_19525,1954.670488713925
Order_No_12356,1140.7906560643385
Order_No_22797,1681.4956619082823
Order_No_14572,1404.9538532225324
Order_No_24329,1404.9538532225324
Order_No_8204,1404.9538532225324
Order_No_24862,1497.5433750450682
Order_No_7993,1404.9538532225324
Order_No_25182,798.796005882685
Order_No_26175,2255.1769481659967
Order_No_22936,1907.1879056667644
Order_No_9627,798.796005882685
Order_No_21478,1259.0170789671545
Order_No_2713,1584.965293379055
Order_No_12912,1259.0170789671545
Order_No_9733,1497.5433750450682
Order_No_27705,1497.5433750450682
Order_No_24072,1497.5433750450682
Order_No_6066,498.31110655555744
Order_No_23990,2467.338666864748
Order_No_15876,1497.5433750450682
Order_No_9212,1954.670488713925
Order_No_11773,2312.468287878481
Order_No_17001,2467.338666864748
Order_No_19824,1584.965293379055
Order_No_7583,1907.1879056667644
Order_No_23644,1259.0170789671545
Order_No_27423,1943.693063597081
Order_No_1309,1954.670488713925
Order_No_5014,860.820708423676
Order_No_27602,2780.006870211746
Order_No_2683,1584.965293379055
Order_No_16570,860.820708423676
Order_No_5495,860.820708423676
Order_No_11062,1681.4956619082823
Order_No_15357,798.796005882685
Order_No_20901,1584.965293379055
Order_No_3808,1637.9364266939724
Order_No_25818,2141.730103526224
Order_No_3542,798.796005882685
Order_No_22955,1584.965293379055
Order_No_5028,2312.468287878481
Order_No_13893,1943.693063597081
Order_No_16106,1681.4956619082823
Order_No_7035,3119.4424336148345
Order_No_23600,1140.7906560643385
Order_No_10096,2141.730103526224
Order_No_4422,1404.9538532225324
Order_No_10341,1954.670488713925
Order_No_4605,1637.9364266939724
Order_No_25427,1140.7906560643385
Order_No_860,1954.670488713925
Order_No_11938,595.3626455109278
Order_No_13777,1907.1879056667644
Order_No_19433,498.31110655555744
Order_No_7271,1907.1879056667644
Order_No_3128,1259.0170789671545
Order_No_24648,1907.1879056667644
Order_No_7965,1259.0170789671545
Order_No_23539,3100.5507548640676
Order_No_620,1637.9364266939724
Order_No_16350,1259.0170789671545
Order_No_13676,1140.7906560643385
Order_No_20882,1140.7906560643385
Order_No_3166,2467.338666864748
Order_No_3996,1259.0170789671545
Order_No_13507,798.796005882685
Order_No_6049,1584.965293379055
Order_No_11012,1637.9364266939724
Order_No_7826,1907.1879056667644
Order_No_11432,1681.4956619082823
Order_No_23548,1681.4956619082823
Order_No_7735,595.3626455109278
Order_No_2526,860.820708423676
Order_No_2752,1140.7906560643385
Order_No_9824,1681.4956619082823
Order_No_1993,2255.1769481659967
Order_No_715,1404.9538532225324
Order_No_287,1637.9364266939724
Order_No_13954,2141.730103526224
Order_No_25369,1140.7906560643385
Order_No_21794,1259.0170789671545
Order_No_23016,1681.4956619082823
Order_No_27703,1140.7906560643385
Order_No_22610,1907.1879056667644
Order_No_26104,1681.4956619082823
Order_No_9200,1404.9538532225324
Order_No_3963,798.796005882685
Order_No_24998,1259.0170789671545
Order_No_24952,1907.1879056667644
Order_No_16235,2255.1769481659967
Order_No_15692,1140.7906560643385
Order_No_1732,798.796005882685
Order_No_13963,1259.0170789671545
Order_No_25436,860.820708423676
Order_No_12173,1497.5433750450682
Order_No_8096,1907.1879056667644
Order_No_16354,1954.670488713925
Order_No_4998,1497.5433750450682
Order_No_19767,1259.0170789671545
Order_No_17583,1497.5433750450682
Order_No_20165,1584.965293379055
Order_No_27413,2312.468287878481
Order_No_18577,1404.9538532225324
Order_No_27366,860.820708423676
Order_No_2182,1140.7906560643385
Order_No_23384,1681.4956619082823
Order_No_23544,1140.7906560643385
Order_No_25780,1637.9364266939724
Order_No_24473,1584.965293379055
Order_No_1017,1637.9364266939724
Order_No_4219,1404.9538532225324
Order_No_26712,1637.9364266939724
Order_No_12769,1140.7906560643385
Order_No_23300,2467.338666864748
Order_No_12204,1584.965293379055
Order_No_15798,498.31110655555744
Order_No_22980,1404.9538532225324
Order_No_7451,860.820708423676
Order_No_22233,1497.5433750450682
Order_No_21329,1497.5433750450682
Order_No_3821,1584.965293379055
Order_No_15311,1259.0170789671545
Order_No_2634,860.820708423676
Order_No_13267,1259.0170789671545
Order_No_18825,1943.693063597081
Order_No_1226,1259.0170789671545
Order_No_23290,1404.9538532225324
Order_No_5187,1584.965293379055
Order_No_24109,2780.006870211746
Order_No_20780,595.3626455109278
Order_No_21195,1497.5433750450682
Order_No_20277,1259.0170789671545
Order_No_25197,595.3626455109278
Order_No_4300,595.3626455109278
Order_No_8640,2312.468287878481
Order_No_7512,2628.795828732451
Order_No_1820,2312.468287878481
Order_No_18556,2312.468287878481
Order_No_23927,2255.1769481659967
Order_No_8005,1584.965293379055
Order_No_2549,1637.9364266939724
Order_No_27750,595.3626455109278
Order_No_24292,860.820708423676
Order_No_6218,2255.1769481659967
Order_No_26297,1140.7906560643385
Order_No_26382,1681.4956619082823
Order_No_2933,1497.5433750450682
Order_No_1643,3237.456531990905
Order_No_1795,1497.5433750450682
Order_No_19055,1259.0170789671545
Order_No_16755,1907.1879056667644
Order_No_7552,1140.7906560643385
Order_No_954,1497.5433750450682
Order_No_13396,595.3626455109278
Order_No_272,860.820708423676
Order_No_7526,1497.5433750450682
Order_No_7639,595.3626455109278
Order_No_362,1497.5433750450682
Order_No_11265,2141.730103526224
Order_No_19991,1497.5433750450682
Order_No_2898,1907.1879056667644
Order_No_24041,1681.4956619082823
Order_No_9306,1637.9364266939724
Order_No_24256,2780.006870211746
Order_No_3358,1259.0170789671545
Order_No_18458,1681.4956619082823
Order_No_24037,860.820708423676
Order_No_21745,1497.5433750450682
Order_No_24791,1954.670488713925
Order_No_6329,798.796005882685
Order_No_8694,1259.0170789671545
Order_No_27757,1404.9538532225324
Order_No_4758,1954.670488713925
Order_No_14631,1907.1879056667644
Order_No_3434,1681.4956619082823
Order_No_13846,2579.4766761217825
Order_No_12622,1140.7906560643385
Order_No_9441,2579.4766761217825
Order_No_90,2437.2701370328455
Order_No_7946,2255.1769481659967
Order_No_1197,2628.795828732451
Order_No_1201,2467.338666864748
Order_No_23299,2141.730103526224
Order_No_21272,1259.0170789671545
Order_No_23873,1584.965293379055
Order_No_12427,1497.5433750450682
Order_No_22203,1497.5433750450682
Order_No_18445,1497.5433750450682
Order_No_26717,1497.5433750450682
Order_No_22256,860.820708423676
Order_No_18400,2467.338666864748
Order_No_9350,1404.9538532225324
Order_No_19162,1584.965293379055
Order_No_14922,498.31110655555744
Order_No_2131,1497.5433750450682
Order_No_23408,1681.4956619082823
Order_No_2149,1637.9364266939724
Order_No_10310,1954.670488713925
Order_No_8168,1637.9364266939724
Order_No_2601,798.796005882685
Order_No_13698,2628.795828732451
Order_No_26624,1584.965293379055
Order_No_27107,860.820708423676
Order_No_5323,798.796005882685
Order_No_22269,595.3626455109278
Order_No_21736,1404.9538532225324
Order_No_11521,1497.5433750450682
Order_No_22671,860.820708423676
Order_No_7912,860.820708423676
Order_No_5344,1140.7906560643385
Order_No_21928,1404.9538532225324
Order_No_7074,498.31110655555744
Order_No_13915,2255.1769481659967
Order_No_24101,2141.730103526224
Order_No_18299,860.820708423676
Order_No_15816,860.820708423676
Order_No_24483,798.796005882685
Order_No_20072,2312.468287878481
Order_No_14156,1907.1879056667644
Order_No_18214,860.820708423676
Order_No_18224,2312.468287878481
Order_No_11799,1140.7906560643385
Order_No_22357,1681.4956619082823
Order_No_25600,2579.4766761217825
Order_No_8407,798.796005882685
Order_No_6064,1404.9538532225324
Order_No_6036,1681.4956619082823
Order_No_9128,860.820708423676
Order_No_1426,1497.5433750450682
Order_No_19831,1140.7906560643385
Order_No_28105,2255.1769481659967
Order_No_24585,3119.4424336148345
Order_No_23807,1954.670488713925
Order_No_24697,1584.965293379055
Order_No_19103,1404.9538532225324
Order_No_6192,2255.1769481659967
Order_No_24346,1681.4956619082823
Order_No_9862,1497.5433750450682
Order_No_24734,1584.965293379055
Order_No_18189,860.820708423676
Order_No_27172,2993.5447000597605
Order_No_14011,1404.9538532225324
Order_No_20671,3119.4424336148345
Order_No_17099,1404.9538532225324
Order_No_22897,1404.9538532225324
Order_No_22494,2579.4766761217825
Order_No_4077,1497.5433750450682
Order_No_21220,1259.0170789671545
Order_No_13220,1907.1879056667644
Order_No_19174,1681.4956619082823
Order_No_18713,860.820708423676
Order_No_21298,860.820708423676
Order_No_10814,860.820708423676
Order_No_23640,1404.9538532225324
Order_No_12642,1584.965293379055
Order_No_14796,2579.4766761217825
Order_No_6235,1259.0170789671545
Order_No_17745,1497.5433750450682
Order_No_22977,2467.338666864748
Order_No_13495,2255.1769481659967
Order_No_28033,595.3626455109278
Order_No_2273,860.820708423676
Order_No_22178,2255.1769481659967
Order_No_23625,2141.730103526224
Order_No_10849,2255.1769481659967
Order_No_26443,1140.7906560643385
Order_No_20259,2467.338666864748
Order_No_15020,860.820708423676
Order_No_20222,1907.1879056667644
Order_No_1227,595.3626455109278
Order_No_14684,1497.5433750450682
Order_No_7219,860.820708423676
Order_No_23991,1637.9364266939724
Order_No_3544,860.820708423676
Order_No_12140,1907.1879056667644
Order_No_16428,1497.5433750450682
Order_No_24237,860.820708423676
Order_No_20812,1259.0170789671545
Order_No_17969,1140.7906560643385
Order_No_7106,1584.965293379055
Order_No_25181,1259.0170789671545
Order_No_20059,2255.1769481659967
Order_No_11464,1584.965293379055
Order_No_19530,595.3626455109278
Order_No_7266,1637.9364266939724
Order_No_14776,1140.7906560643385
Order_No_8187,1954.670488713925
Order_No_11058,595.3626455109278
Order_No_24929,1954.670488713925
Order_No_14431,1140.7906560643385
Order_No_23643,1259.0170789671545
Order_No_5633,1584.965293379055
Order_No_21622,1140.7906560643385
Order_No_1008,1259.0170789671545
Order_No_8970,1497.5433750450682
Order_No_16328,860.820708423676
Order_No_5604,1140.7906560643385
Order_No_23474,1140.7906560643385
Order_No_10688,1637.9364266939724
Order_No_18491,798.796005882685
Order_No_20857,1259.0170789671545
Order_No_28176,1943.693063597081
Order_No_13933,1404.9538532225324
Order_No_21397,1404.9538532225324
Order_No_27085,1140.7906560643385
Order_No_9860,1259.0170789671545
Order_No_19842,1681.4956619082823
Order_No_2690,1497.5433750450682
Order_No_13189,1404.9538532225324
Order_No_21567,1404.9538532225324
Order_No_26409,1259.0170789671545
Order_No_13863,3681.988639138639
Order_No_4153,1259.0170789671545
Order_No_27691,1681.4956619082823
Order_No_11007,1637.9364266939724
Order_No_22244,1637.9364266939724
Order_No_1004,1497.5433750450682
Order_No_27383,1637.9364266939724
Order_No_2127,1637.9364266939724
Order_No_18020,2467.338666864748
Order_No_8516,1954.670488713925
Order_No_10405,1497.5433750450682
Order_No_1078,1497.5433750450682
Order_No_11513,1637.9364266939724
Order_No_12856,1637.9364266939724
Order_No_11810,595.3626455109278
Order_No_23272,1637.9364266939724
Order_No_20209,1140.7906560643385
Order_No_12748,1497.5433750450682
Order_No_12539,1259.0170789671545
Order_No_5529,1907.1879056667644
Order_No_2518,1140.7906560643385
Order_No_21137,860.820708423676
Order_No_27969,1584.965293379055
Order_No_23008,1259.0170789671545
Order_No_5583,1584.965293379055
Order_No_4761,1404.9538532225324
Order_No_9669,1637.9364266939724
Order_No_24806,1259.0170789671545
Order_No_18985,1584.965293379055
Order_No_12565,2437.2701370328455
Order_No_9560,1140.7906560643385
Order_No_18862,860.820708423676
Order_No_4922,1404.9538532225324
Order_No_21441,1404.9538532225324
Order_No_9159,1497.5433750450682
Order_No_9022,2997.7017061657116
Order_No_27049,1584.965293379055
Order_No_26486,1954.670488713925
Order_No_4097,1140.7906560643385
Order_No_23139,798.796005882685
Order_No_25363,860.820708423676
Order_No_26892,595.3626455109278
Order_No_3469,595.3626455109278
Order_No_23231,1404.9538532225324
Order_No_15424,2255.1769481659967
Order_No_19610,2437.2701370328455
Order_No_24926,498.31110655555744
Order_No_637,595.3626455109278
Order_No_27648,1140.7906560643385
Order_No_25227,2141.730103526224
Order_No_9982,1584.965293379055
Order_No_4345,2312.468287878481
Order_No_8175,1140.7906560643385
Order_No_2570,860.820708423676
Order_No_3236,1954.670488713925
Order_No_19276,1140.7906560643385
Order_No_3115,2141.730103526224
Order_No_2920,2437.2701370328455
Order_No_25352,1584.965293379055
Order_No_27839,798.796005882685
Order_No_9256,1584.965293379055
Order_No_482,1907.1879056667644
Order_No_13576,595.3626455109278
Order_No_19782,1681.4956619082823
Order_No_22117,1497.5433750450682
Order_No_3924,1943.693063597081
Order_No_16930,2141.730103526224
Order_No_9752,1404.9538532225324
Order_No_18856,1259.0170789671545
Order_No_1465,1497.5433750450682
Order_No_2207,1954.670488713925
Order_No_26647,595.3626455109278
Order_No_9598,2437.2701370328455
Order_No_6136,1584.965293379055
Order_No_20868,2255.1769481659967
Order_No_11640,1497.5433750450682
Order_No_21036,1497.5433750450682
Order_No_9937,2579.4766761217825
Order_No_1938,1637.9364266939724
Order_No_14352,2822.7312121212126
Order_No_8111,1497.5433750450682
Order_No_1288,1943.693063597081
Order_No_17199,2780.006870211746
Order_No_24205,498.31110655555744
Order_No_15545,1907.1879056667644
Order_No_8149,1637.9364266939724
Order_No_10383,1584.965293379055
Order_No_7098,1637.9364266939724
Order_No_13355,2584.444225239935
Order_No_26792,798.796005882685
Order_No_13673,2437.2701370328455
Order_No_19983,1404.9538532225324
Order_No_23886,1637.9364266939724
Order_No_17985,498.31110655555744
Order_No_13813,1140.7906560643385
Order_No_21233,1637.9364266939724
Order_No_40,860.820708423676
Order_No_15654,1404.9538532225324
Order_No_24330,1140.7906560643385
Order_No_6840,1497.5433750450682
Order_No_19400,2141.730103526224
Order_No_6424,1954.670488713925
Order_No_0,1497.5433750450682
Order_No_1948,1637.9364266939724
Order_No_14959,1584.965293379055
Order_No_15036,860.820708423676
Order_No_6783,1943.693063597081
Order_No_19301,1404.9538532225324
Order_No_19236,1584.965293379055
Order_No_20758,1259.0170789671545
Order_No_20276,1140.7906560643385
Order_No_23465,498.31110655555744
Order_No_23480,1404.9538532225324
Order_No_10219,1497.5433750450682
Order_No_23825,1259.0170789671545
Order_No_21537,1497.5433750450682
Order_No_14307,860.820708423676
Order_No_12599,1404.9538532225324
Order_No_20086,1140.7906560643385
Order_No_16151,2141.730103526224
Order_No_19898,1140.7906560643385
Order_No_5079,1140.7906560643385
Order_No_5214,798.796005882685
Order_No_2073,2997.7017061657116
Order_No_9998,1497.5433750450682
Order_No_7108,1637.9364266939724
Order_No_15679,1637.9364266939724
Order_No_24154,1497.5433750450682
Order_No_22713,860.820708423676
Order_No_11668,1943.693063597081
Order_No_4660,1497.5433750450682
Order_No_14109,1497.5433750450682
Order_No_25088,1954.670488713925
Order_No_16572,860.820708423676
Order_No_10080,1140.7906560643385
Order_No_3932,1404.9538532225324
Order_No_18616,1637.9364266939724
Order_No_19394,2584.444225239935
Order_No_16721,595.3626455109278
Order_No_24724,1681.4956619082823
Order_No_11295,1140.7906560643385
Order_No_9978,1907.1879056667644
Order_No_26105,860.820708423676
Order_No_1112,1637.9364266939724
Order_No_18747,2312.468287878481
Order_No_21720,1637.9364266939724
Order_No_152,595.3626455109278
Order_No_26186,1954.670488713925
Order_No_12831,2141.730103526224
Order_No_13821,860.820708423676
Order_No_653,2255.1769481659967
Order_No_5489,595.3626455109278
Order_No_17245,1259.0170789671545
Order_No_22849,1943.693063597081
Order_No_19745,798.796005882685
Order_No_20148,1140.7906560643385
Order_No_20574,1404.9538532225324
Order_No_459,1681.4956619082823
Order_No_14453,1404.9538532225324
Order_No_1356,1404.9538532225324
Order_No_15141,1140.7906560643385
Order_No_25880,1497.5433750450682
Order_No_25118,2255.1769481659967
Order_No_12977,1943.693063597081
Order_No_6639,1259.0170789671545
Order_No_19810,860.820708423676
